ticker,level_name,confluence,direction,target,stop,n,n_base,hit,base_hit,hit_lift,expectancy,base_exp,edge
SPY,val,confluence_false,fade,1.0,1.0,231,8223,0.19480519480519481,0.16624103125380033,0.02856416355139449,-0.07792207792207792,-0.005594065426243464,-0.07232801249583445
SPY,prior_high,all,fade,1.0,1.0,295,8223,0.2,0.16624103125380033,0.033758968746199686,0.01694915254237288,-0.005594065426243464,0.022543217968616344
SPY,prior_high,confluence_true,fade,1.0,1.0,64,8223,0.125,0.16624103125380033,-0.041241031253800325,-0.03125,-0.005594065426243464,-0.025655934573756537
SPY,prior_high,confluence_false,fade,1.0,1.0,231,8223,0.22077922077922077,0.16624103125380033,0.054538189525420444,0.030303030303030304,-0.005594065426243464,0.03589709572927377
SPY,prior_low,all,fade,1.0,1.0,223,8223,0.25112107623318386,0.16624103125380033,0.08488004497938353,-0.013452914798206279,-0.005594065426243464,-0.007858849371962816
SPY,prior_low,confluence_true,fade,1.0,1.0,46,8223,0.34782608695652173,0.16624103125380033,0.1815850557027214,0.06521739130434782,-0.005594065426243464,0.07081145673059129
SPY,prior_low,confluence_false,fade,1.0,1.0,177,8223,0.22598870056497175,0.16624103125380033,0.059747669311171425,-0.03389830508474576,-0.005594065426243464,-0.0283042396585023
SPY,prior_close,all,fade,1.0,1.0,400,8223,0.21,0.16624103125380033,0.04375896874619967,-0.015,-0.005594065426243464,-0.009405934573756537
SPY,prior_close,confluence_true,fade,1.0,1.0,81,8223,0.16049382716049382,0.16624103125380033,-0.005747204093306507,-0.04938271604938271,-0.005594065426243464,-0.04378865062313925
SPY,prior_close,confluence_false,fade,1.0,1.0,319,8223,0.2225705329153605,0.16624103125380033,0.05632950166156017,-0.006269592476489028,-0.005594065426243464,-0.0006755270502455642
SPY,ALL,all,fade,0.3,0.25,1906,8223,0.44333683105981114,0.4111638088288946,0.03217302223091656,-0.0006558237145855194,-0.01109084275811748,0.010435019043531961
SPY,ALL,confluence_true,fade,0.3,0.25,392,8223,0.4260204081632653,0.4111638088288946,0.014856599334370724,-0.009311224489795916,-0.01109084275811748,0.0017796182683215648
SPY,ALL,confluence_false,fade,0.3,0.25,1514,8223,0.4478203434610304,0.4111638088288946,0.03665653463213581,0.0015852047556142706,-0.01109084275811748,0.012676047513731751
